name,asset_type,tags,location_id,street_address,unit,unit_type,municipality,city,state,zip_code,latitude,longitude,parcel_id,residence,iffy_geocoding,available_transportation,parent_location_id,parent_location,url,email,phone,hours_of_operation,holiday_hours_of_operation,periodicity,capacity,wifi_network,internet_access,computers_available,accessibility,open_to_public,child_friendly,sensitive,do_not_display,localizability,services,hard_to_count_population,data_source_names,data_source_urls,organization_name,organization_phone,organization_email,etl_notes,geocoding_properties
MIFFLIN RD OPP #1236,bus_stops,,93411,,,,,,,,40.371109,-79.914943,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 56, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 0, 2019 average passengers on/day: 1, 2019 total average passengers/day: 1",
MIFFLIN RD OPP #5419,bus_stops,,93412,,,,,,,,40.368218,-79.910484,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 53L|56, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 4, 2019 average passengers on/day: 0, 2019 total average passengers/day: 4",
MIFFLIN RD OPP GLENHURST RD,bus_stops,,93413,,,,,,,,40.372022,-79.91709,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 56, stop type: Bus, shelter: City of Pittsburgh, 2019 average passengers off/day: 3, 2019 average passengers on/day: 0, 2019 total average passengers/day: 3",
MIFFLIN RD OPP INTERBORO AVE,bus_stops,,93414,,,,,,,,40.369692,-79.913094,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 56, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 45, 2019 average passengers on/day: 3, 2019 total average passengers/day: 48",
MIFFLIN RD OPP LEBANON RD FS,bus_stops,,93415,,,,,,,,40.37973,-79.925522,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 56, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 0, 2019 average passengers on/day: 1, 2019 total average passengers/day: 1",
ANGELAS AFTERSCHOOL OF THE ARTS,child_care_centers,,86969,1605 LOWRIE ST,,,,PITTSBURGH,PA,15212,40.462737,-79.983286,,f,,,,,,AngelasAfterSchoolOfTheArts@gmail.com,14123232787,,,,,,,,,,,,,FIX,,,opendata PA Dataset: Child Care Providers Listing Current Monthly Facility County Human Services,https://data.pa.gov/Early-Education/Child-Care-Providers-Listing-Current-Human-Service/ajn5-kaxt,ANGELAS AFTERSCHOOL OF THE ARTS,,AngelasAfterSchoolOfTheArts@gmail.com,Child Care Center,
MIFFLIN RD OPP MCBRIDE AVE,bus_stops,,93416,,,,,,,,40.369331,-79.910865,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 53L|56, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 4, 2019 average passengers on/day: 1, 2019 total average passengers/day: 5",
MIFFLIN ST AT CHERRY ST,bus_stops,,93417,,,,,,,,40.397226,-79.889143,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 52L, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 3, 2019 average passengers on/day: 0, 2019 total average passengers/day: 3",
MIFFLIN ST AT CHERRY ST,bus_stops,,93418,,,,,,,,40.397047,-79.889287,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 52L, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 0, 2019 average passengers on/day: 3, 2019 total average passengers/day: 3",
MIFFLIN ST AT GEORGE ST,bus_stops,,93419,,,,,,,,40.397789,-79.887732,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 52L, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 1, 2019 average passengers on/day: 0, 2019 total average passengers/day: 1",
MIFFLIN ST AT GEORGE ST,bus_stops,,93420,,,,,,,,40.39761,-79.887877,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 52L, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 0, 2019 average passengers on/day: 1, 2019 total average passengers/day: 1",
MIFFLIN ST AT WHITAKER ST,bus_stops,,93421,,,,,,,,40.398601,-79.885481,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 52L, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 1, 2019 average passengers on/day: 17, 2019 total average passengers/day: 18",
MILLER AVE AT GAS ST,bus_stops,,93422,,,,,,,,40.416014,-79.885092,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 59|61B|71|P7, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 2, 2019 average passengers on/day: 10, 2019 total average passengers/day: 12",
MILLER AVE AT GAS ST,bus_stops,,93423,,,,,,,,40.415947,-79.885477,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 59|61B|71|P7, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 7, 2019 average passengers on/day: 1, 2019 total average passengers/day: 8",
MILLER AVE AT HARRIET ST,bus_stops,,93424,,,,,,,,40.415404,-79.883231,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 59|61B|71|P7, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 3, 2019 average passengers on/day: 3, 2019 total average passengers/day: 6",
MILLVALE AVE AT BAUM BLVD,bus_stops,,93425,,,,,,,,40.454476,-79.94776,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 54, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 13, 2019 average passengers on/day: 21, 2019 total average passengers/day: 34",
MILLVALE AVE AT BAUM BLVD,bus_stops,,93426,,,,,,,,40.454218,-79.947598,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 54, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 9, 2019 average passengers on/day: 5, 2019 total average passengers/day: 14",
MILLVALE AVE AT CENTRE AVE,bus_stops,,93427,,,,,,,,40.453367,-79.947515,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 54, stop type: Bus, shelter: City of Pittsburgh, 2019 average passengers off/day: 28, 2019 average passengers on/day: 50, 2019 total average passengers/day: 78",
MILLVALE AVE AT CENTRE AVE F,bus_stops,,93428,,,,,,,,40.453534,-79.947422,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 54, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 50, 2019 average passengers on/day: 36, 2019 total average passengers/day: 86",
MILLVALE AVE AT CYPRESS ST,bus_stops,,93429,,,,,,,,40.458918,-79.947093,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 54, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 3, 2019 average passengers on/day: 30, 2019 total average passengers/day: 33",
MILLVALE AVE AT CYPRESS ST,bus_stops,,93430,,,,,,,,40.458524,-79.947039,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 54, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 18, 2019 average passengers on/day: 2, 2019 total average passengers/day: 20",
MILLVALE AVE AT MITRE WAY,bus_stops,,93431,,,,,,,,40.45949,-79.946304,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 54, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 66, 2019 average passengers on/day: 7, 2019 total average passengers/day: 73",
MILLVALE AVE AT MOREWOOD AVE,bus_stops,,93432,,,,,,,,40.456172,-79.947759,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 54, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 9, 2019 average passengers on/day: 52, 2019 total average passengers/day: 61",
MILLVALE AVE AT MOREWOOD AVE,bus_stops,,93433,,,,,,,,40.455783,-79.947452,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 54, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 45, 2019 average passengers on/day: 11, 2019 total average passengers/day: 56",
MILLVALE AVE AT YEW ST,bus_stops,,93434,,,,,,,,40.458226,-79.947546,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 54, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 1, 2019 average passengers on/day: 11, 2019 total average passengers/day: 12",
MILLVALE AVE AT YEW ST,bus_stops,,93435,,,,,,,,40.457687,-79.947249,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 54, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 12, 2019 average passengers on/day: 2, 2019 total average passengers/day: 14",
MILWAUKEE ST AT HERRON AVE,bus_stops,,93436,,,,,,,,40.45234,-79.964296,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 83, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 6, 2019 average passengers on/day: 20, 2019 total average passengers/day: 26",
MILWAUKEE ST AT ORION ST,bus_stops,,93437,,,,,,,,40.454353,-79.961343,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 83, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 10, 2019 average passengers on/day: 14, 2019 total average passengers/day: 24",
MILWAUKEE ST OPP BRYN MAWR R,bus_stops,,93438,,,,,,,,40.453353,-79.962857,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 83, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 2, 2019 average passengers on/day: 7, 2019 total average passengers/day: 9",
ANGELS BABIES INC,child_care_centers,,6374,314 SCENERY DR,,,,ELIZABETH,PA,15037,40.277666,-79.837311,,f,,,,,,ANGEL1006@COMCAST.NET,14128725260,,,,,,,,,,,,,FIX,,,opendata PA Dataset: Child Care Providers Listing Current Monthly Facility County Human Services,https://data.pa.gov/Early-Education/Child-Care-Providers-Listing-Current-Human-Service/ajn5-kaxt,ANGELS BABIES INC,,ANGEL1006@COMCAST.NET,Child Care Center,
MINGO ST AT OAKDENE ST,bus_stops,,93439,,,,,,,,40.464617,-79.89107,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 74, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 3, 2019 average passengers on/day: 4, 2019 total average passengers/day: 7",
MINGO ST AT VANN RD,bus_stops,,93440,,,,,,,,40.46508,-79.892587,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 74, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 5, 2019 average passengers on/day: 4, 2019 total average passengers/day: 9",
MONONGAHELA AVE AT #2129,bus_stops,,93441,,,,,,,,40.417327,-79.887499,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 59|61B|71|P7, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 1, 2019 average passengers on/day: 0, 2019 total average passengers/day: 1",
MONONGAHELA AVE AT #2130,bus_stops,,93442,,,,,,,,40.417406,-79.887794,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 59|61B|71|P7, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 1, 2019 average passengers on/day: 2, 2019 total average passengers/day: 3",
MONONGAHELA AVE AT 1ST ST,bus_stops,,93443,,,,,,,,40.334247,-79.891084,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 55, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 1, 2019 average passengers on/day: 1, 2019 total average passengers/day: 2",
MONONGAHELA AVE AT 2ND ST,bus_stops,,93444,,,,,,,,40.332637,-79.891886,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 55, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 1, 2019 average passengers on/day: 2, 2019 total average passengers/day: 3",
MONONGAHELA AVE AT 2ND ST,bus_stops,,93445,,,,,,,,40.332428,-79.891807,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 55, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 2, 2019 average passengers on/day: 1, 2019 total average passengers/day: 3",
MONONGAHELA AVE AT 3RD ST,bus_stops,,93446,,,,,,,,40.330874,-79.892617,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 55, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 2, 2019 average passengers on/day: 2, 2019 total average passengers/day: 4",
MONONGAHELA AVE AT 3RD ST,bus_stops,,93447,,,,,,,,40.330685,-79.892482,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 55, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 2, 2019 average passengers on/day: 3, 2019 total average passengers/day: 5",
MONONGAHELA AVE AT 4TH ST,bus_stops,,93448,,,,,,,,40.329042,-79.892457,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 55, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 1, 2019 average passengers on/day: 5, 2019 total average passengers/day: 6",
MONONGAHELA AVE AT 5TH ST,bus_stops,,93449,,,,,,,,40.327705,-79.892587,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 55, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 10, 2019 average passengers on/day: 5, 2019 total average passengers/day: 15",
MONONGAHELA AVE AT 5TH ST,bus_stops,,93450,,,,,,,,40.327526,-79.892423,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 55, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 4, 2019 average passengers on/day: 10, 2019 total average passengers/day: 14",
MONONGAHELA AVE AT 6TH ST,bus_stops,,93451,,,,,,,,40.326046,-79.892558,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 55, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 12, 2019 average passengers on/day: 8, 2019 total average passengers/day: 20",
MONONGAHELA AVE AT 6TH ST,bus_stops,,93452,,,,,,,,40.325867,-79.892397,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 55, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 6, 2019 average passengers on/day: 25, 2019 total average passengers/day: 31",
MONONGAHELA AVE AT 7TH ST,bus_stops,,93453,,,,,,,,40.324416,-79.892539,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 55, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 12, 2019 average passengers on/day: 7, 2019 total average passengers/day: 19",
MONONGAHELA AVE AT 7TH ST,bus_stops,,93454,,,,,,,,40.324236,-79.89238,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 55, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 6, 2019 average passengers on/day: 11, 2019 total average passengers/day: 17",
MONONGAHELA AVE AT 8TH ST,bus_stops,,93455,,,,,,,,40.322745,-79.892529,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 55, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 9, 2019 average passengers on/day: 13, 2019 total average passengers/day: 22",
MONONGAHELA AVE AT 8TH ST,bus_stops,,93456,,,,,,,,40.322563,-79.892371,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 55, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 10, 2019 average passengers on/day: 16, 2019 total average passengers/day: 26",
MONONGAHELA AVE AT ARCH ST,bus_stops,,93457,,,,,,,,40.337731,-79.889388,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 55, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 1, 2019 average passengers on/day: 1, 2019 total average passengers/day: 2",
MONONGAHELA AVE AT CHURCH ST,bus_stops,,93458,,,,,,,,40.421982,-79.890561,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 61B|P71, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 57, 2019 average passengers on/day: 21, 2019 total average passengers/day: 78",
MONONGAHELA AVE AT CHURCH ST,bus_stops,,93459,,,,,,,,40.421778,-79.890225,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 61B|71|P71, stop type: Bus, shelter: Lamar, 2019 average passengers off/day: 29, 2019 average passengers on/day: 73, 2019 total average passengers/day: 102",
MONONGAHELA AVE AT DUQUESNE,bus_stops,,93460,,,,,,,,40.418224,-79.888054,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 59|61B|71|P7, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 11, 2019 average passengers on/day: 14, 2019 total average passengers/day: 25",
MONONGAHELA AVE AT HARRISON,bus_stops,,93461,,,,,,,,40.336707,-79.890244,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 55, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 3, 2019 average passengers on/day: 2, 2019 total average passengers/day: 5",
MONONGAHELA AVE AT HARRISON,bus_stops,,93462,,,,,,,,40.336496,-79.890172,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 55, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 1, 2019 average passengers on/day: 3, 2019 total average passengers/day: 4",
ALLEGHENY DWELLINGS PH I aka Sandstone Quarry,affordable_housing,,2140,1677 Sandusky Court,,,,Pittsburgh,PA,15212-4057,40.45984598,-80.00630914,,,,,,,,,,,,,,,,,,,,,,FIX,,,Pennsylvania Housing Finance Agency: Allegheny County Inventory of Affordable Housing,https://www.phfa.org/forms/multifamily_inventory/dv_allegheny.pdf,,,,,
MONONGAHELA AVE AT IRVINE ST,bus_stops,,93463,,,,,,,,40.420664,-79.889483,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 61B|71|P71, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 3, 2019 average passengers on/day: 14, 2019 total average passengers/day: 17",
MONONGAHELA AVE AT LINCOLN S,bus_stops,,93464,,,,,,,,40.339898,-79.887956,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 55, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 1, 2019 average passengers on/day: 2, 2019 total average passengers/day: 3",
MONONGAHELA AVE AT MCCLURE A,bus_stops,,93465,,,,,,,,40.422963,-79.891242,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 61B|P71, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 67, 2019 average passengers on/day: 3, 2019 total average passengers/day: 70",
MONONGAHELA AVE AT SCHLEY AV,bus_stops,,93466,,,,,,,,40.420761,-79.889854,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 61B|71|P71, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 22, 2019 average passengers on/day: 7, 2019 total average passengers/day: 29",
MONONGAHELA AVE AT SCHOYER A,bus_stops,,93467,,,,,,,,40.423491,-79.891292,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 61B|71|P71, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 7, 2019 average passengers on/day: 62, 2019 total average passengers/day: 69",
MONONGAHELA AVE AT WASHINGTO,bus_stops,,93468,,,,,,,,40.419867,-79.889047,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 59|61B|71|P7, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 50, 2019 average passengers on/day: 37, 2019 total average passengers/day: 87",
MONONGAHELA AVE AT WHIPPLE S,bus_stops,,93469,,,,,,,,40.425449,-79.891721,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 61B|P71, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 34, 2019 average passengers on/day: 5, 2019 total average passengers/day: 39",
MONONGAHELA AVE OPP 1ST ST,bus_stops,,93470,,,,,,,,40.334457,-79.89116,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 55, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 1, 2019 average passengers on/day: 2, 2019 total average passengers/day: 3",
MONONGAHELA AVE OPP 4TH ST,bus_stops,,93471,,,,,,,,40.329218,-79.892624,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 55, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 5, 2019 average passengers on/day: 1, 2019 total average passengers/day: 6",
MONONGAHELA AVE OPP ARCH ST,bus_stops,,93472,,,,,,,,40.337947,-79.889423,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 55, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 1, 2019 average passengers on/day: 1, 2019 total average passengers/day: 2",
MONONGAHELA AVE OPP DUQUESNE,bus_stops,,93473,,,,,,,,40.418377,-79.888405,,,,,,,,,,,,,,,,,,,,,,FIX,,,WPRDC Dataset: Port Authority Bus Stop Usage,https://data.wprdc.org/dataset/port-authority-transit-stop-usage,,,,"Routes: 59|61B|71|P7, stop type: Bus, shelter: No Shelter, 2019 average passengers off/day: 15, 2019 average passengers on/day: 9, 2019 total average passengers/day: 24",
